Frequency (Hz),ASD (cyc/sqrt(Hz))
3.142808688200734224e+00,2.216565384010625062e-07
3.143708690688764129e+00,2.453017916196936896e-07
3.144608693176794034e+00,2.711461424928047982e-07
3.145508695664824383e+00,2.989985969037230688e-07
3.146408698152854289e+00,2.623077444146424203e-07
3.147308700640884194e+00,2.462288653136828900e-07
3.148208703128914099e+00,2.041889609885685430e-07
3.149108705616944004e+00,1.888247621383949219e-07
3.150008708104974353e+00,2.199771617410227638e-07
3.150908710593004258e+00,2.342839598196878837e-07
3.151808713081034163e+00,1.890386216820356187e-07
3.152708715569064069e+00,2.174211191210705551e-07
3.153608718057093974e+00,2.257641042359552575e-07
3.154508720545124323e+00,2.403816577627643008e-07
3.155408723033154228e+00,2.819151988178386039e-07
3.156308725521184133e+00,2.784410054033150455e-07
3.157208728009214038e+00,2.621840524435397142e-07
3.158108730497243943e+00,2.371925259534945556e-07
3.159008732985274293e+00,2.511287907696814792e-07
3.159908735473304198e+00,2.429700296324939646e-07
3.160808737961334103e+00,2.392824438974192617e-07
3.161708740449364008e+00,2.625287643934583171e-07
3.162608742937393913e+00,2.743891344725850319e-07
3.163508745425424262e+00,2.392590711242631791e-07
3.164408747913454167e+00,2.318320142572234504e-07
3.165308750401484073e+00,2.151671912420282446e-07
3.166208752889513978e+00,2.049444989384723429e-07
3.167108755377543883e+00,1.957791013010636913e-07
3.168008757865574232e+00,1.840570764692640905e-07
3.168908760353604137e+00,1.803399132296906796e-07
3.169808762841634042e+00,2.017765695004061995e-07
3.170708765329663947e+00,2.253648934562278163e-07
3.171608767817693852e+00,2.190449092258209436e-07
3.172508770305724202e+00,2.465058646503880350e-07
3.173408772793754107e+00,2.409747773461307335e-07
3.174308775281784012e+00,2.271199200250581322e-07
3.175208777769813917e+00,2.079754354081171210e-07
3.176108780257843822e+00,1.903148793341543174e-07
3.177008782745873727e+00,1.851038163869613989e-07
3.177908785233904077e+00,2.141866680162683505e-07
3.178808787721933982e+00,2.257348452111222172e-07
3.179708790209963887e+00,2.398681320567297570e-07
3.180608792697993792e+00,2.761864751995779674e-07
3.181508795186023697e+00,2.495425023058063365e-07
3.182408797674054046e+00,2.470357254109702987e-07
3.183308800162083951e+00,2.289829460392279709e-07
3.184208802650113856e+00,2.396025115496114672e-07
3.185108805138143762e+00,2.408310425184959600e-07
3.186008807626173667e+00,2.318070974589154233e-07
3.186908810114204016e+00,2.547682289898773530e-07
3.187808812602233921e+00,2.748792315810369675e-07
3.188708815090263826e+00,2.567055409420484924e-07
3.189608817578293731e+00,2.156314191187139621e-07
3.190508820066323636e+00,1.867516193048923131e-07
3.191408822554353986e+00,1.879346984491880948e-07
3.192308825042383891e+00,2.446901744109031458e-07
3.193208827530413796e+00,2.285957821896198869e-07
3.194108830018443701e+00,1.941108738456784616e-07
3.195008832506473606e+00,1.983759435655566535e-07
3.195908834994503955e+00,2.455087688784214046e-07
3.196808837482533860e+00,2.317110304773871924e-07
3.197708839970563766e+00,2.062496570658612689e-07
3.198608842458593671e+00,1.994192088282165146e-07
3.199508844946623576e+00,2.484613570703712741e-07
3.200408847434653925e+00,1.949166669025691161e-07
3.201308849922683830e+00,1.948093934082619699e-07
3.202208852410713735e+00,2.488445991916337435e-07
3.203108854898743640e+00,2.151612838000474715e-07
3.204008857386773546e+00,2.083079756454457268e-07
3.204908859874803895e+00,1.838628029868922811e-07
3.205808862362833800e+00,2.014949107603055447e-07
3.206708864850863705e+00,2.204130215778367973e-07
3.207608867338893610e+00,1.989313910152342965e-07
3.208508869826923515e+00,1.545605494050704074e-07
3.209408872314953864e+00,1.926376133170119867e-07
3.210308874802983770e+00,1.884641581260989100e-07
3.211208877291013675e+00,1.566316406244142264e-07
3.212108879779043580e+00,1.793074994698045105e-07
3.213008882267073485e+00,1.943723735877689650e-07
3.213908884755103834e+00,1.657161028407034398e-07
3.214808887243133739e+00,2.042153422485808261e-07
3.215708889731163644e+00,2.294130551796103242e-07
3.216608892219193550e+00,1.997960470900880251e-07
3.217508894707223455e+00,2.475069458183405066e-07
3.218408897195253804e+00,2.806512377899286882e-07
3.219308899683283709e+00,2.487502943569266692e-07
3.220208902171313614e+00,2.370580112650248743e-07
3.221108904659343519e+00,2.776664855084697278e-07
3.222008907147373424e+00,2.066787761132574127e-07
3.222908909635403774e+00,2.228982836913667503e-07
3.223808912123433679e+00,2.171576469692152308e-07
3.224708914611463584e+00,1.989115511028874647e-07
3.225608917099493489e+00,2.080840992672957924e-07
3.226508919587523394e+00,2.414056216389463198e-07
3.227408922075553743e+00,2.252901281614311808e-07
3.228308924563583648e+00,1.835514909615936547e-07
3.229208927051613554e+00,1.662588436214536404e-07
3.230108929539643459e+00,1.978418734152493211e-07
3.231008932027673364e+00,2.071403048672363820e-07
3.231908934515703713e+00,2.038154408985040262e-07
3.232808937003733618e+00,2.263227348314361018e-07
3.233708939491763523e+00,2.565148563282248417e-07
3.234608941979793428e+00,2.399321192235825146e-07
3.235508944467823333e+00,2.184781739877695872e-07
3.236408946955853239e+00,2.012437921541246710e-07
3.237308949443883588e+00,2.354371208969903460e-07
3.238208951931913493e+00,1.951490857334650328e-07
3.239108954419943398e+00,1.869936988352977588e-07
3.240008956907973303e+00,2.405011976640058205e-07
3.240908959396003208e+00,2.019152816738687662e-07
3.241808961884033558e+00,1.989622279501540814e-07
3.242708964372063463e+00,2.325632503278617804e-07
3.243608966860093368e+00,2.380983841648838130e-07
3.244508969348123273e+00,1.789167641090386613e-07
3.245408971836153178e+00,2.012809981398775455e-07
3.246308974324183527e+00,2.345755705515624153e-07
3.247208976812213432e+00,2.044141767085917612e-07
3.248108979300243337e+00,1.920047106151048819e-07
3.249008981788273243e+00,1.829711985023626229e-07
3.249908984276303148e+00,2.220135509194345980e-07
3.250808986764333497e+00,2.373177156265911203e-07
3.251708989252363402e+00,2.347825595234543776e-07
3.252608991740393307e+00,1.768524295444417514e-07
3.253508994228423212e+00,2.024006307291980596e-07
3.254408996716453117e+00,2.202587190358095092e-07
3.255308999204483467e+00,2.666181617758873022e-07
3.256209001692513372e+00,2.788338070548570386e-07
3.257109004180543277e+00,2.009313259829648232e-07
3.258009006668573182e+00,1.907026989497137752e-07
3.258909009156603087e+00,2.345303687579294566e-07
3.259809011644633436e+00,2.213322177440644782e-07
3.260709014132663341e+00,1.651570432940300688e-07
3.261609016620693247e+00,2.147997720717280581e-07
3.262509019108723152e+00,1.932707311530298568e-07
3.263409021596753057e+00,1.639308992925231905e-07
3.264309024084783406e+00,1.906241369505525930e-07
3.265209026572813311e+00,1.927265627083409655e-07
3.266109029060843216e+00,1.724719071653600923e-07
3.267009031548873121e+00,1.749376128331964489e-07
3.267909034036903027e+00,1.790468940788499673e-07
3.268809036524933376e+00,1.569378024698700822e-07
3.269709039012963281e+00,2.333505707636019603e-07
3.270609041500993186e+00,2.422415101992996549e-07
3.271509043989023091e+00,2.141818449050742868e-07
3.272409046477052996e+00,1.768442696297514881e-07
3.273309048965083345e+00,1.615431857064337254e-07
3.274209051453113251e+00,2.095181425692701671e-07
3.275109053941143156e+00,2.197040704082201792e-07
3.276009056429173061e+00,1.961820661584940826e-07
3.276909058917202966e+00,1.770920518966875620e-07
3.277809061405233315e+00,1.809603236006459199e-07
3.278709063893263220e+00,1.878171619033815447e-07
3.279609066381293125e+00,2.147962724232972713e-07
3.280509068869323031e+00,1.975028032717070914e-07
3.281409071357352936e+00,2.010148543976397264e-07
3.282309073845383285e+00,1.763597554983958640e-07
3.283209076333413190e+00,1.900519429978121851e-07
3.284109078821443095e+00,2.119971903914344556e-07
3.285009081309473000e+00,2.220363261044119864e-07
3.285909083797502905e+00,1.622584042560068732e-07
3.286809086285533255e+00,1.569665241508689284e-07
3.287709088773563160e+00,2.084336210619988417e-07
3.288609091261593065e+00,2.181714837994861362e-07
3.289509093749622970e+00,2.055107964670263269e-07
3.290409096237652875e+00,1.949333386189441248e-07
3.291309098725683224e+00,1.952118531135979815e-07
3.292209101213713129e+00,1.901057839747950051e-07
3.293109103701743035e+00,2.172979539675964733e-07
3.294009106189772940e+00,2.368005567259859649e-07
3.294909108677802845e+00,2.003924702801073069e-07
3.295809111165832750e+00,1.970711774184224821e-07
3.296709113653863099e+00,2.221267251981077147e-07
3.297609116141893004e+00,2.174285135313989718e-07
3.298509118629922909e+00,1.830196876264746567e-07
3.299409121117952814e+00,2.005358861860045705e-07
3.300309123605982720e+00,2.051809032863057206e-07
3.301209126094013069e+00,1.886187147612567773e-07
3.302109128582042974e+00,2.122878424994134951e-07
3.303009131070072879e+00,2.300649122894739738e-07
3.303909133558102784e+00,2.288305284719574685e-07
3.304809136046132689e+00,2.222063884121291241e-07
3.305709138534163039e+00,1.969709616086844287e-07
3.306609141022192944e+00,2.336677604516323307e-07
3.307509143510222849e+00,2.242437238140103691e-07
3.308409145998252754e+00,1.974341160119473635e-07
3.309309148486282659e+00,2.019096496775162270e-07
3.310209150974313008e+00,2.500632354572772872e-07
3.311109153462342913e+00,2.863760143655031812e-07
3.312009155950372818e+00,2.710583698706280090e-07
3.312909158438402724e+00,2.791999398052012747e-07
3.313809160926432629e+00,2.494491566315194520e-07
3.314709163414462978e+00,2.278853624395857954e-07
3.315609165902492883e+00,2.641298713871520575e-07
3.316509168390522788e+00,2.350583615498781181e-07
3.317409170878552693e+00,2.247767033285128443e-07
3.318309173366582598e+00,2.261115332484312232e-07
3.319209175854612948e+00,2.459367085480187894e-07
3.320109178342642853e+00,2.657493899583027036e-07
3.321009180830672758e+00,2.320823693487594253e-07
3.321909183318702663e+00,2.032248031078906579e-07
3.322809185806732568e+00,2.284292470154995477e-07
3.323709188294762917e+00,1.878514865449687909e-07
3.324609190782792822e+00,2.144637956113222645e-07
3.325509193270822728e+00,2.717317778378539152e-07
3.326409195758852633e+00,2.493111506854344032e-07
3.327309198246882538e+00,2.110117057687048186e-07
3.328209200734912887e+00,2.168032271222834885e-07
3.329109203222942792e+00,2.205000387326849830e-07
3.330009205710972697e+00,1.828990646847739090e-07
3.330909208199002602e+00,2.280282745522485642e-07
3.331809210687032508e+00,2.188415676517285498e-07
3.332709213175062857e+00,2.107573135592628304e-07
3.333609215663092762e+00,1.857971519193256719e-07
3.334509218151122667e+00,2.318662315015637940e-07
3.335409220639152572e+00,2.140362674761656733e-07
3.336309223127182477e+00,2.522486975562018923e-07
3.337209225615212826e+00,2.539839256192407463e-07
3.338109228103242732e+00,2.358284201331716853e-07
3.339009230591272637e+00,2.549408455118234964e-07
3.339909233079302542e+00,1.995570442637219005e-07
3.340809235567332447e+00,1.900410244149746842e-07
3.341709238055362796e+00,2.600617888198362958e-07
3.342609240543392701e+00,2.531808684460594813e-07
3.343509243031422606e+00,2.249710271702533596e-07
3.344409245519452512e+00,2.519304741938454278e-07
3.345309248007482417e+00,2.472590417891683354e-07
3.346209250495512766e+00,2.178810241757839254e-07
3.347109252983542671e+00,2.786899618695502927e-07
3.348009255471572576e+00,2.602434065944720482e-07
3.348909257959602481e+00,2.690948812861904169e-07
3.349809260447632386e+00,2.728833110497800591e-07
3.350709262935662736e+00,2.257988204552350828e-07
3.351609265423692641e+00,2.317520139644384011e-07
3.352509267911722546e+00,2.574883150352521220e-07
3.353409270399752451e+00,2.377095323804496381e-07
3.354309272887782356e+00,1.837794516116149252e-07
3.355209275375812261e+00,2.353777789296986716e-07
3.356109277863842610e+00,2.547016911540783809e-07
3.357009280351872516e+00,2.102453418373766993e-07
3.357909282839902421e+00,2.484724727336598319e-07
3.358809285327932326e+00,2.621370884047477207e-07
3.359709287815962231e+00,1.795445820032388718e-07
3.360609290303992580e+00,1.721132975561871576e-07
3.361509292792022485e+00,1.964379037558630794e-07
3.362409295280052390e+00,2.105497664530109426e-07
3.363309297768082295e+00,1.886371743580577074e-07
3.364209300256112201e+00,2.269801920346411792e-07
3.365109302744142550e+00,1.869551767471791170e-07
3.366009305232172455e+00,2.157050326576216847e-07
3.366909307720202360e+00,2.350409425589587573e-07
3.367809310208232265e+00,2.243775521882941159e-07
3.368709312696262170e+00,1.939911103481573107e-07
3.369609315184292520e+00,1.718001130708303801e-07
3.370509317672322425e+00,2.280185735158059391e-07
3.371409320160352330e+00,2.257315189687080368e-07
3.372309322648382235e+00,2.099769578526879023e-07
3.373209325136412140e+00,2.248302440139143895e-07
3.374109327624442489e+00,2.333696908168340969e-07
3.375009330112472394e+00,2.759207286158271968e-07
3.375909332600502299e+00,2.650806761387234090e-07
3.376809335088532205e+00,2.285806800396445609e-07
3.377709337576562110e+00,2.205052052733791466e-07
3.378609340064592459e+00,2.238975672312243528e-07
3.379509342552622364e+00,2.247614010608257623e-07
3.380409345040652269e+00,2.454526470620922111e-07
3.381309347528682174e+00,2.677160418374754540e-07
3.382209350016712079e+00,3.198628274508595886e-07
3.383109352504742429e+00,2.125736642604061252e-07
3.384009354992772334e+00,2.052422057999969512e-07
3.384909357480802239e+00,2.474144149918863684e-07
3.385809359968832144e+00,2.813878155687444766e-07
3.386709362456862049e+00,1.995736980719857838e-07
3.387609364944892398e+00,1.973702337943860624e-07
3.388509367432922303e+00,2.159530609594750167e-07
3.389409369920952209e+00,2.434982293283907143e-07
3.390309372408982114e+00,2.418719503270611931e-07
3.391209374897012019e+00,2.506473079955496491e-07
3.392109377385042368e+00,2.642626659266116838e-07
3.393009379873072273e+00,2.351536066471512400e-07
3.393909382361102178e+00,2.337401472522599157e-07
3.394809384849132083e+00,2.194255460666676503e-07
3.395709387337161989e+00,1.873903161333810810e-07
3.396609389825192338e+00,1.944631262640733403e-07
3.397509392313222243e+00,2.141991949445170031e-07
3.398409394801252148e+00,1.799709590313198117e-07
3.399309397289282053e+00,1.948925949272110808e-07
3.400209399777311958e+00,2.521634254926423950e-07
3.401109402265342307e+00,2.911890924956419550e-07
3.402009404753372213e+00,2.578402352073873782e-07
3.402909407241402118e+00,1.974582412839818190e-07
3.403809409729432023e+00,1.922216901731833764e-07
3.404709412217461928e+00,2.475056193425847128e-07
3.405609414705492277e+00,2.302818562066490969e-07
3.406509417193522182e+00,2.031917427388636381e-07
3.407409419681552087e+00,1.986091701330347133e-07
3.408309422169581993e+00,2.254850135789462299e-07
3.409209424657611898e+00,3.081430216553304971e-07
3.410109427145642247e+00,2.868731431845316266e-07
3.411009429633672152e+00,2.121148167713887606e-07
3.411909432121702057e+00,2.523733658990126659e-07
3.412809434609731962e+00,2.323075694311650650e-07
3.413709437097761867e+00,1.852544023029752958e-07
3.414609439585791772e+00,1.891504368212416573e-07
3.415509442073822122e+00,2.185140371394194483e-07
3.416409444561852027e+00,2.067077162017975554e-07
3.417309447049881932e+00,2.098889825498785644e-07
3.418209449537911837e+00,1.827794234698850929e-07
3.419109452025941742e+00,1.796763336734683961e-07
3.420009454513972091e+00,2.320674249360665777e-07
3.420909457002001997e+00,2.504691790734320707e-07
3.421809459490031902e+00,2.112019134963648967e-07
3.422709461978061807e+00,1.949783424983809617e-07
3.423609464466091712e+00,2.209384319394986285e-07
3.424509466954122061e+00,2.748617097763280033e-07
3.425409469442151966e+00,2.605694310938840306e-07
3.426309471930181871e+00,2.123071224157107100e-07
3.427209474418211776e+00,2.035550075215674434e-07
3.428109476906241682e+00,2.148965622696268077e-07
3.429009479394272031e+00,2.447172239644828221e-07
3.429909481882301936e+00,2.137330423115215315e-07
3.430809484370331841e+00,1.508499003143225037e-07
3.431709486858361746e+00,1.717306677099696234e-07
3.432609489346391651e+00,2.121492906408246514e-07
3.433509491834422001e+00,2.117583366804139802e-07
3.434409494322451906e+00,1.908756672186112142e-07
3.435309496810481811e+00,1.443797731555172048e-07
3.436209499298511716e+00,2.008994193174494354e-07
3.437109501786541621e+00,2.648232982520568458e-07
3.438009504274571970e+00,2.685217735194051538e-07
3.438909506762601875e+00,2.279886613533407787e-07
3.439809509250631780e+00,1.913523765074509991e-07
3.440709511738661686e+00,1.656509450721462607e-07
3.441609514226691591e+00,1.589749578875889728e-07
3.442509516714721940e+00,1.430091642486883369e-07
3.443409519202751845e+00,1.840675396105662030e-07
3.444309521690781750e+00,2.020248588362479929e-07
3.445209524178811655e+00,2.132956396427827778e-07
3.446109526666841560e+00,2.399516107966128793e-07
3.447009529154871910e+00,2.262934002175793072e-07
3.447909531642901815e+00,2.731195447375619725e-07
3.448809534130931720e+00,2.550786022474606122e-07
3.449709536618961625e+00,1.967069067593006021e-07
3.450609539106991530e+00,1.660872673362729661e-07
3.451509541595021879e+00,1.735639301465020666e-07
3.452409544083051784e+00,1.805228476785408709e-07
3.453309546571081690e+00,1.941459635053577714e-07
3.454209549059111595e+00,2.010887331289597529e-07
3.455109551547141500e+00,1.767011348388676008e-07
3.456009554035171849e+00,2.513026050300577651e-07
3.456909556523201754e+00,2.733351263183159205e-07
3.457809559011231659e+00,2.042233025711905522e-07
3.458709561499261564e+00,2.086308913439341140e-07
3.459609563987291470e+00,2.068570774819809363e-07
3.460509566475321819e+00,2.235738807139633058e-07
3.461409568963351724e+00,2.024392066502857058e-07
3.462309571451381629e+00,2.197611371040104303e-07
3.463209573939411534e+00,2.283697709601910025e-07
3.464109576427441439e+00,1.855374742522982143e-07
3.465009578915471788e+00,1.639286364418365404e-07
3.465909581403501694e+00,2.238003325933152581e-07
3.466809583891531599e+00,2.004838488052874198e-07
3.467709586379561504e+00,2.231526679596306214e-07
3.468609588867591409e+00,2.560627598472278515e-07
3.469509591355621758e+00,2.609126742702736919e-07
3.470409593843651663e+00,2.155826338161040398e-07
3.471309596331681568e+00,1.903575997741111835e-07
3.472209598819711474e+00,2.063472969990421713e-07
3.473109601307741379e+00,1.853263307841297997e-07
3.474009603795771728e+00,1.483190946560648592e-07
3.474909606283801633e+00,1.735626372854709189e-07
3.475809608771831538e+00,2.194322252567429900e-07
3.476709611259861443e+00,1.789119983319547005e-07
3.477609613747891348e+00,1.445190952280109453e-07
3.478509616235921253e+00,1.803946997371842768e-07
3.479409618723951603e+00,2.172279968768249258e-07
3.480309621211981508e+00,2.123463054740665089e-07
3.481209623700011413e+00,1.941808441848268508e-07
3.482109626188041318e+00,2.034357405370711192e-07
3.483009628676071223e+00,1.908739023927535680e-07
3.483909631164101572e+00,1.836076527253755046e-07
3.484809633652131478e+00,2.218041093678101248e-07
3.485709636140161383e+00,2.423538557582996858e-07
3.486609638628191288e+00,2.411776690639607891e-07
3.487509641116221193e+00,2.547417995370831881e-07
3.488409643604251542e+00,2.119455079952920315e-07
3.489309646092281447e+00,2.479141250347873610e-07
3.490209648580311352e+00,2.400568864258669638e-07
3.491109651068341257e+00,2.423311915961096069e-07
3.492009653556371163e+00,1.922744540851455493e-07
3.492909656044401512e+00,1.601245859053117153e-07
3.493809658532431417e+00,2.264633432667869311e-07
3.494709661020461322e+00,2.578404340630009051e-07
3.495609663508491227e+00,2.629441094303259570e-07
3.496509665996521132e+00,1.832884833216464399e-07
3.497409668484551482e+00,1.674740046348963209e-07
3.498309670972581387e+00,1.656609247601534983e-07
3.499209673460611292e+00,1.769296196226154368e-07
3.500109675948641197e+00,1.772380066760724863e-07
3.501009678436671102e+00,2.098743955659454283e-07
3.501909680924701451e+00,1.877891371630670596e-07
3.502809683412731356e+00,1.783844119683554348e-07
3.503709685900761261e+00,1.856356491802434820e-07
3.504609688388791167e+00,1.729805667659576729e-07
3.505509690876821072e+00,2.160135367427716904e-07
3.506409693364851421e+00,2.213996024262105904e-07
3.507309695852881326e+00,1.899299128872477745e-07
3.508209698340911231e+00,1.993248189604528771e-07
3.509109700828941136e+00,2.242413810012882396e-07
3.510009703316971041e+00,2.185937580876005982e-07
3.510909705805001391e+00,2.017395956591494642e-07
3.511809708293031296e+00,2.023672198009491687e-07
3.512709710781061201e+00,1.738485611719579912e-07
3.513609713269091106e+00,1.779576071197369893e-07
3.514509715757121011e+00,1.693244589068263084e-07
3.515409718245151360e+00,1.452777055103913500e-07
3.516309720733181265e+00,2.068594637622786171e-07
3.517209723221211171e+00,1.891668719255626930e-07
3.518109725709241076e+00,2.005330552157690974e-07
3.519009728197270981e+00,2.056425685710523069e-07
3.519909730685301330e+00,2.074569941061791343e-07
3.520809733173331235e+00,2.052578726425024521e-07
3.521709735661361140e+00,1.831638811846760557e-07
3.522609738149391045e+00,1.926472320408764988e-07
3.523509740637420951e+00,1.858359235746993171e-07
3.524409743125451300e+00,2.235094070048252693e-07
3.525309745613481205e+00,2.252254156524080727e-07
3.526209748101511110e+00,2.255106469573552033e-07
3.527109750589541015e+00,2.162328139975577013e-07
3.528009753077570920e+00,1.813224573767667441e-07
3.528909755565601269e+00,1.681922592473585433e-07
3.529809758053631175e+00,1.875398485894042516e-07
3.530709760541661080e+00,1.997016245895244589e-07
3.531609763029690985e+00,2.330131588366338849e-07
3.532509765517720890e+00,2.057706927426160107e-07
3.533409768005751239e+00,1.537477408532822682e-07
3.534309770493781144e+00,1.895202510317096872e-07
3.535209772981811049e+00,2.041788079907478159e-07
3.536109775469840955e+00,1.937105036552039700e-07
3.537009777957870860e+00,2.137374015908348379e-07
3.537909780445900765e+00,2.320747717699683098e-07
3.538809782933931114e+00,2.281080828615322983e-07
3.539709785421961019e+00,2.097063871672240630e-07
3.540609787909990924e+00,2.348602876868789575e-07
3.541509790398020829e+00,2.132009548097381094e-07
3.542409792886050734e+00,1.994504428468137158e-07
3.543309795374081084e+00,1.736648415145031043e-07
3.544209797862110989e+00,1.708486552202186030e-07
3.545109800350140894e+00,2.148059616211491808e-07
3.546009802838170799e+00,2.156902100090963284e-07
3.546909805326200704e+00,1.834198140846808989e-07
3.547809807814231053e+00,1.460259216394299279e-07
3.548709810302260959e+00,1.695765512971323249e-07
3.549609812790290864e+00,1.918560151612493403e-07
3.550509815278320769e+00,1.418764077610995622e-07
3.551409817766350674e+00,2.107627659160420588e-07
3.552309820254381023e+00,2.330376356024701019e-07
3.553209822742410928e+00,2.357357925713846569e-07
3.554109825230440833e+00,2.030462827483569650e-07
3.555009827718470738e+00,1.881222047901970572e-07
3.555909830206500644e+00,1.795752784849490412e-07
3.556809832694530993e+00,1.611421666383379732e-07
3.557709835182560898e+00,2.042755591063285329e-07
3.558609837670590803e+00,2.225828200158735935e-07
3.559509840158620708e+00,2.800309682453326287e-07
3.560409842646650613e+00,2.679100527454466430e-07
3.561309845134680963e+00,2.507168662229069089e-07
3.562209847622710868e+00,2.098061450709132437e-07
3.563109850110740773e+00,2.265267609273818081e-07
3.564009852598770678e+00,2.011633270258363126e-07
3.564909855086800583e+00,1.647657412327936065e-07
3.565809857574830932e+00,2.129070580620135458e-07
3.566709860062860837e+00,1.952609224728349923e-07
3.567609862550890742e+00,1.978763259231841529e-07
3.568509865038920648e+00,1.790480717079860261e-07
3.569409867526950553e+00,1.752585673974541819e-07
3.570309870014980902e+00,1.898751201687416783e-07
3.571209872503010807e+00,1.919302810727440488e-07
3.572109874991040712e+00,1.775998427318548213e-07
3.573009877479070617e+00,1.763461440806970167e-07
3.573909879967100522e+00,2.284786831530464183e-07
3.574809882455130872e+00,2.221965955364148227e-07
3.575709884943160777e+00,1.912267401676051411e-07
3.576609887431190682e+00,1.849912044321831733e-07
3.577509889919220587e+00,1.916121985097508457e-07
3.578409892407250492e+00,1.885360261084499990e-07
3.579309894895280841e+00,2.301246183588953722e-07
3.580209897383310746e+00,2.105226343450206939e-07
3.581109899871340652e+00,2.145553843062993902e-07
3.582009902359370557e+00,2.404576076179746700e-07
3.582909904847400462e+00,2.092017305686337807e-07
3.583809907335430811e+00,1.830269009086198092e-07
3.584709909823460716e+00,2.004245395984041256e-07
3.585609912311490621e+00,2.191233910556188684e-07
3.586509914799520526e+00,2.430242902041875218e-07
3.587409917287550432e+00,2.112105317374776700e-07
3.588309919775580781e+00,2.361091062296416443e-07
3.589209922263610686e+00,2.710540299109433159e-07
3.590109924751640591e+00,2.355006595364215643e-07
3.591009927239670496e+00,1.765770880984364336e-07
3.591909929727700401e+00,1.844542083323324821e-07
3.592809932215730750e+00,2.477148191026018919e-07
3.593709934703760656e+00,2.246783082568935794e-07
3.594609937191790561e+00,2.189027571069780677e-07
3.595509939679820466e+00,2.198544033892107763e-07
3.596409942167850371e+00,1.979854616658381875e-07
3.597309944655880276e+00,1.993933297323890957e-07
3.598209947143910625e+00,1.877377263368869155e-07
3.599109949631940530e+00,1.633499776370610363e-07
3.600009952119970436e+00,1.861850635865210155e-07
3.600909954608000341e+00,2.111839526069354810e-07
3.601809957096030246e+00,2.168867441851963685e-07
3.602709959584060595e+00,1.818124499846389036e-07
3.603609962072090500e+00,2.104041654968455442e-07
3.604509964560120405e+00,2.137043313600019748e-07
3.605409967048150310e+00,1.899949938577006152e-07
3.606309969536180215e+00,2.005890746240944058e-07
3.607209972024210565e+00,2.125584573696303882e-07
3.608109974512240470e+00,2.608196035316595173e-07
3.609009977000270375e+00,2.261829390513267802e-07
3.609909979488300280e+00,1.667200221373757213e-07
3.610809981976330185e+00,2.128322839164010054e-07
3.611709984464360534e+00,2.492490270633643140e-07
3.612609986952390440e+00,2.019596325600529487e-07
3.613509989440420345e+00,2.383599800655504026e-07
3.614409991928450250e+00,2.517848447078720425e-07
3.615309994416480155e+00,2.414834621089165530e-07
3.616209996904510504e+00,2.532019205209963016e-07
3.617109999392540409e+00,2.303564415174732987e-07
3.618010001880570314e+00,2.655115955254239228e-07
3.618910004368600219e+00,3.848851126199303953e-07
3.619810006856630125e+00,2.592117433029625353e-07
3.620710009344660474e+00,2.044084522771472595e-07
3.621610011832690379e+00,2.043933159076789714e-07
3.622510014320720284e+00,1.921557371082135039e-07
3.623410016808750189e+00,2.151318447199306642e-07
3.624310019296780094e+00,2.207904599190904681e-07
3.625210021784810444e+00,2.132325843283955346e-07
3.626110024272840349e+00,2.323260232397385568e-07
3.627010026760870254e+00,2.248062688933930730e-07
3.627910029248900159e+00,1.941016668157020780e-07
3.628810031736930064e+00,1.723912914567911787e-07
3.629710034224960413e+00,2.168063180883772784e-07
3.630610036712990318e+00,2.594845584873706432e-07
3.631510039201020223e+00,2.417643267977482143e-07
3.632410041689050129e+00,2.152654449281909705e-07
3.633310044177080034e+00,1.990835716445549788e-07
3.634210046665110383e+00,2.201031336431204077e-07
3.635110049153140288e+00,2.367338060575728478e-07
3.636010051641170193e+00,2.407681831505410791e-07
3.636910054129200098e+00,2.370913393788103666e-07
3.637810056617230003e+00,2.574253289123381180e-07
3.638710059105260353e+00,2.696092270932223735e-07
3.639610061593290258e+00,2.152880013855214266e-07
3.640510064081320163e+00,2.148696895112904227e-07
3.641410066569350068e+00,2.439367127869149791e-07
3.642310069057379973e+00,2.626203474699567952e-07
3.643210071545410322e+00,2.562254548330048497e-07
3.644110074033440227e+00,2.524175318712161318e-07
3.645010076521470133e+00,2.450544053477239972e-07
3.645910079009500038e+00,2.215340007638523567e-07
3.646810081497529943e+00,2.243461106871027950e-07
3.647710083985560292e+00,2.390015876513609206e-07
3.648610086473590197e+00,2.465731825445501419e-07
3.649510088961620102e+00,2.278022944867441463e-07
3.650410091449650007e+00,2.648834412427608754e-07
3.651310093937679913e+00,2.806675247994331395e-07
3.652210096425710262e+00,2.243201008166968378e-07
3.653110098913740167e+00,2.353329858698294152e-07
3.654010101401770072e+00,2.396850950903304447e-07
3.654910103889799977e+00,2.213568749979702027e-07
3.655810106377829882e+00,2.295211233778656897e-07
3.656710108865859787e+00,2.249406441773071913e-07
3.657610111353890137e+00,1.995089348835438678e-07
3.658510113841920042e+00,2.233368131671157028e-07
3.659410116329949947e+00,2.411325797470633932e-07
3.660310118817979852e+00,2.166920498432511683e-07
3.661210121306009757e+00,2.117587019410654474e-07
3.662110123794040106e+00,1.902820389395703587e-07
3.663010126282070011e+00,2.036375947675208756e-07
3.663910128770099917e+00,2.452740666197807881e-07
3.664810131258129822e+00,2.156714209474920219e-07
3.665710133746159727e+00,2.125146326304602108e-07
